20,16,84
87,67,50
38,17,33
29,99,49
49,25,72
42,55,79
32,11,37
38,84,21
19,24,45
74,98,30
49,25,72
62,79,31
19,46,26
40,97,58
74,98,30
91,23,84
43,41,32
69,83,94
56,33,13
68,49,62
84,13,63
48,41,75
15,80,94
48,53,44
11,68,99
33,28,10
21,68,58
59,61,43
25,87,22
40,68,34
23,27,69
51,49,21
58,99,57
65,37,83
84,13,63
49,23,37
18,11,23
94,74,36
90,57,27
35,42,85
61,56,63
48,80,35
15,94,46
89,47,37
10,48,75
18,75,58
15,80,94
80,48,98
86,63,16
39,41,20
56,33,13
10,74,22
84,63,21
42,55,79
54,25,85
86,63,16
25,48,59
50,20,86
50,20,86
42,23,50
33,28,10
66,78,15
79,86,78
61,87,80
98,15,97
31,66,79
26,64,19
44,34,78
51,49,21
56,33,13
56,33,13
92,79,95
38,17,33
87,67,50
69,50,81
20,52,29
77,99,27
86,63,16
49,25,72
50,20,86
56,30,95
97,64,20
26,64,19
42,23,50
92,79,95
49,25,72
50,20,86
49,25,72
19,46,26
37,56,81
45,13,43
90,70,74
31,21,41
10,48,75
74,98,30
66,62,98
32,11,37
38,84,21
85,39,61
90,57,33
80,69,80
91,28,61
57,85,56
46,96,43
87,67,50
87,61,80
18,11,23
39,32,37
17,73,38
17,35,37
18,16,21
18,75,58
86,63,16
31,21,41
90,70,74
45,13,43
31,15,86
53,71,69
29,99,49
42,55,79
10,90,53
44,29,38
59,14,96
31,69,90
81,92,28
97,33,28
61,56,63
29,75,49
23,56,31
45,89,23
42,23,50
68,10,58
48,53,44
58,99,57
93,36,92
18,51,44
15,67,40
33,28,10
32,89,21
56,33,13
70,28,85
93,71,15
32,11,37
35,50,73
76,21,18
66,10,82
35,42,85
33,69,89
26,64,19
86,63,16
75,21,55
50,20,86
90,57,33
17,73,38
22,14,54
51,42,35
48,41,75
74,98,30
97,64,20
18,11,23
50,20,86
95,97,32
41,11,10
33,25,78
33,28,10
41,42,28
20,16,84
46,93,30
31,36,26
22,32,98
18,51,44
38,84,21
48,41,75
49,23,37
68,48,27
44,48,71
19,46,26
23,65,47
96,10,14
66,13,29
35,33,21
46,93,30
78,72,55
44,66,97
39,77,45
97,64,20
16,67,16
31,69,90
68,48,27
61,65,55
91,28,61
42,23,50
26,13,87
44,48,71
46,90,79
42,16,79
18,11,23
14,37,88
48,53,44
31,69,90
23,56,31
56,74,42
48,80,35
57,97,53
45,89,23
97,42,74
50,20,86
69,83,94
26,64,19
20,33,45
74,98,30
40,97,58
79,82,62
61,56,63
71,32,44
18,51,44
84,13,63
48,41,75
45,89,23
48,15,27
47,66,24
71,32,44
51,49,21
59,14,96
84,13,63
71,85,33
94,74,36
89,75,57
56,33,13
48,41,75
56,33,13
33,28,10
14,37,88
74,58,64
23,27,69
23,56,31
49,25,72
66,78,15
50,20,86
68,10,58
69,42,58
12,76,27
45,63,77
55,90,19
48,80,35
87,67,50
90,42,88
32,11,37
46,11,32
90,43,18
37,44,84
25,87,22
45,13,43
93,25,78
42,23,50
96,14,84
16,55,16
48,53,44
44,29,38
50,20,86
87,61,80
94,94,79
49,25,72
45,93,71
50,20,86
42,23,50
84,98,47
44,34,78
48,41,75
86,66,16
60,32,44
39,32,37
95,54,18
66,43,20
19,82,38
79,86,78
38,84,21
97,52,33
18,62,46
74,98,30
18,75,58
50,20,86
52,75,43
45,13,43
38,84,21
29,75,49
62,79,31
87,67,50
69,70,88
91,41,98
31,69,90
85,39,61
95,59,43
40,68,34
99,64,28
45,13,43
10,33,22
22,32,98
56,33,13
68,48,27
49,54,33
38,84,21
60,32,44
56,74,42
26,13,87
17,73,38
84,13,63
84,98,47
10,33,22
56,33,13
97,52,33
49,25,72
70,77,23
50,20,86
87,68,30
42,55,79
50,20,86
66,10,82
14,23,82
93,94,35
56,33,13
21,68,58
37,41,61
80,69,80
25,87,22
74,23,56
48,53,44
81,92,28
62,23,87
86,63,16
86,32,83
86,32,83
42,23,50
56,74,42
69,83,94
38,84,21
46,93,30
21,97,69
50,20,86
14,37,88
73,11,44
85,39,61
90,70,74
43,41,32
21,68,58
50,20,86
48,53,44
11,68,99
33,28,10
19,24,95
46,93,30
58,83,64
83,74,48
31,31,67
80,69,80
50,96,33
19,46,26
38,84,21
95,97,32
16,55,16
44,90,26
26,13,87
22,32,98
26,13,87
64,75,49
31,21,41
17,37,47
45,89,23
56,28,21
44,66,97
44,90,26
94,55,85
69,83,94
25,85,96
67,78,79
42,23,50
25,87,22
45,13,43
48,53,44
53,49,24
94,21,60
79,82,62
40,68,34
69,83,94
42,23,50
44,48,71
31,21,41
18,16,21
44,34,78
96,14,31
87,67,50
20,26,86
49,23,37
19,46,26
76,21,18
18,16,21
60,27,58
54,25,85
90,57,27
11,68,99
78,26,83
90,57,27
90,43,18
23,56,31
87,61,80
11,88,48
16,67,16
50,20,86
66,62,98
25,85,96
20,26,86
19,46,26
41,35,92
20,16,84
33,28,10
69,70,88
50,20,86
38,84,21
19,22,47
53,71,69
46,11,32
32,67,41
97,33,28
48,80,35
86,32,83
89,20,51
16,67,16
69,83,94
41,35,92
38,84,21
19,46,26
17,71,56
20,26,86
20,16,84
54,25,85
97,64,20
69,50,81
36,41,48
99,64,28
90,98,90
51,42,35
35,42,85
42,55,79
32,89,21
69,42,58
72,68,12
38,84,21
80,69,80
94,55,85
98,15,97
44,66,97
40,97,58
48,53,44
26,13,87
78,72,55
31,69,90
31,69,90
50,20,86
51,49,21
17,35,37
56,28,21
99,98,85
44,48,71
30,27,24
10,33,22
84,63,21
83,74,48
44,34,78
80,69,80
69,89,70
91,23,84
33,28,10
79,86,78
41,35,92
93,71,15
21,72,56
58,78,38
21,68,58
86,32,83
79,86,78
44,90,26
87,67,45
18,62,46
20,26,86
71,32,44
10,35,53
20,33,45
90,57,27
41,35,92
84,98,47
27,89,37
21,68,58
86,32,83
37,41,61
44,34,78
69,83,94
33,28,10
86,66,16
95,59,49
35,50,73
42,55,79
19,46,26
89,75,57
57,85,56
84,13,63
66,43,20
19,46,26
12,76,27
61,31,48
20,26,86
54,56,87
38,84,21
78,58,20
43,58,70
32,17,37
46,93,30
78,72,55
19,46,26
17,37,47
58,83,64
42,23,50
14,37,88
92,79,95
42,34,34
40,68,34
20,26,86
42,10,35
54,25,85
39,32,37
66,13,29
22,32,98
14,23,82
28,72,52
19,46,26
38,84,21
80,69,80
86,66,16
11,88,48
55,26,64
35,50,73
44,90,26
48,41,75
46,93,30
19,46,26
20,26,86
19,46,26
46,93,30
56,28,21
66,43,20
17,73,38
38,84,21
16,55,16
36,41,48
46,93,30
41,87,81
96,37,14
62,73,38
21,68,58
42,55,79
54,83,64
80,69,80
43,15,48
49,25,72
31,15,86
48,41,75
66,10,82
23,56,31
57,12,61
47,86,19
54,25,85
66,78,15
33,28,10
98,15,97
76,21,18
15,67,40
33,28,10
33,28,10
99,51,97
87,67,50
94,21,60
50,20,86
28,16,55
27,71,14
55,26,64
20,26,86
44,48,71
21,97,69
10,48,75
72,68,12
87,67,50
86,32,83
15,94,46
42,23,50
44,29,38
39,32,37
56,28,21
44,66,97
35,42,85
96,10,14
57,20,89
38,84,21
21,72,56
51,49,21
61,31,48
19,46,26
90,43,18
87,64,57
54,25,85
50,20,86
31,69,90
42,55,79
68,10,58
80,69,80
57,10,17
15,80,94
10,33,22
45,13,43
70,14,21
72,81,41
94,55,85
86,32,83
50,20,86
94,55,85
31,66,79
91,23,84
76,21,18
59,14,96
42,16,79
18,16,21
10,48,75
94,55,85
79,86,78
86,66,16
31,69,90
44,90,26
33,28,10
25,85,96
62,73,38
45,13,43
31,69,90
51,49,21
49,25,72
57,20,89
94,63,65
34,80,48
91,23,84
68,49,62
50,20,86
83,74,48
89,47,37
42,55,79
19,46,26
44,48,71
61,31,48
17,73,38
43,54,81
42,23,50
91,23,84
31,69,90
62,73,38
31,69,90
38,84,21
93,94,35
90,42,88
49,23,37
98,15,97
45,89,23
89,20,51
99,64,28
33,28,10
46,93,30
71,85,33
43,41,32
61,33,24
47,66,46
49,25,72
96,70,61
89,58,37
93,94,35
28,16,55
54,25,85
75,21,55
72,68,12
61,31,48
54,56,87
23,56,31
18,11,23
20,26,86
65,37,83
36,44,18
42,55,79
85,39,61
26,64,19
50,20,86
99,21,19
19,22,47
20,26,86
48,41,75
50,20,86
86,12,73
17,73,38
91,23,84
50,20,86
90,57,27
43,58,70
56,28,21
44,66,97
79,82,62
21,72,56
42,23,50
65,37,83
68,10,58
70,77,23
42,23,50
32,11,37
99,98,85
50,20,86
93,94,35
76,40,75
50,20,86
45,93,71
36,41,48
18,75,58
25,85,96
94,63,65
19,24,95
17,73,38
68,49,62
90,43,18
50,20,86
20,44,22
23,56,31
49,23,37
95,54,18
79,86,78
89,30,51
32,11,37
44,34,78
50,20,86
68,10,58
68,48,27
31,21,41
15,94,46
16,67,16
19,22,47
99,64,28
57,97,53
80,69,80
99,50,26
53,71,69
32,17,37
32,89,21
19,82,38
58,49,36
10,35,53
64,75,49
50,96,33
51,49,21
72,68,12
56,74,42
87,68,30
15,98,69
68,49,62
49,25,72
25,87,22
68,48,27
31,31,67
38,84,21
44,90,26
57,10,17
93,94,35
50,20,86
52,75,43
32,11,37
72,81,41
32,50,18
19,24,45
74,98,30
48,80,35
97,64,20
42,23,50
90,43,18
10,90,53
72,81,86
79,82,62
89,47,37
24,15,47
90,43,18
95,97,32
16,67,16
69,50,81
27,85,21
93,36,92
31,66,79
33,28,10
71,32,44
99,64,28
46,93,30
57,10,17
86,12,73
70,43,28
94,94,79
46,93,30
68,49,62
68,49,62
84,13,63
42,23,50
84,13,63
96,70,61
15,80,94
79,86,78
91,23,84
44,66,97
80,69,80
48,53,44
60,95,52
56,33,13
21,72,56
48,41,75
44,34,78
35,42,85
19,46,26
41,11,10
38,70,48
46,96,43
61,31,48
58,99,57
70,28,85
13,38,40
57,12,61
49,23,37
33,28,10
61,31,48
19,46,26
33,28,10
90,43,18
16,67,16
90,57,33
92,79,95
10,48,75
62,73,38
95,54,18
43,58,70
90,70,74
60,32,44
29,75,49
35,33,21
36,15,74
23,27,69
10,33,22
60,27,58
59,60,93
84,13,63
20,44,22
31,69,90
18,51,44
10,48,75
68,49,62
90,43,18
97,64,20
86,12,73
53,71,69
48,53,44
45,13,43
18,75,58
64,75,49
49,23,37
87,61,80
45,13,43
84,63,21
49,23,37
44,34,78
48,53,44
23,27,69
31,69,90
15,80,94
61,56,63
50,20,86
85,39,61
66,78,15
18,51,44
60,27,58
48,53,44
13,99,61
48,53,44
48,53,44
49,23,37
44,29,38
52,75,43
20,52,29
14,37,88
48,53,44
55,69,28
22,45,15
93,25,78
31,66,79
15,67,40
23,27,69
17,37,47
49,23,37
38,84,21
96,14,84
56,30,95
31,21,41
50,20,86
93,25,78
18,51,44
48,53,44
33,28,10
27,89,37
39,77,45
42,34,34
80,69,80
86,32,83
33,28,10
93,94,35
80,48,98
38,84,21
11,88,48
19,46,26
85,64,97
99,51,97
84,13,63
